1071001,0.648,27.49889,83.48745
1071002,0.6,27.53803,83.53289
1071003,0.54,27.49819794,83.48915705
1071004,0.525,27.5284479,83.5699523
1071005,0.26,27.52786193,83.57019754
1071006,0.55,27.56143,83.54307
1071007,0.48,27.53227,83.50258
1071008,0.27,27.52350642,83.50640626
1071009,0.5,27.51341864,83.51915588
1071010,0.45,27.56114,83.54294
1071011,0.375,27.51185,83.49036
1071012,0.525,27.53247778,83.50461621
1071013,0.6,27.51378194,83.51934441
1071014,0.5625,27.56202,83.54321
1071015,0.45,27.53201044,83.50322051
1071016,0.525,27.53838,83.53223
1071017,0.8,27.52549605,83.01985805
1071018,0.6,27.49813,83.48869
1071019,0.45,27.49306,83.26785
1071020,0.5,27.53163662,83.50496418
1071021,0.423,27.5295528,83.56945119
1071022,0.45,27.56193455,83.54202653
1071023,0.6666667,27.51175522,83.5041866
1071024,0.42,27.49053002,83.28690748
1076001,0.51,27.4875723,83.01682791
1076002,0.55,27.48762009,83.01715253
1076003,0.45,27.65861,83.03092
1076004,0.48,27.48804,83.01715
1076005,0.5142857,27.55409,83.04269
1076006,0.1266667,27.48775672,83.01739896
1076007,0.5,27.57907362,83.06624301
1076008,0.48,27.66517405,83.11595243
1076009,0.45,27.55501,83.04111
1076010,0.45,27.53700101,83.05260839
1076011,0.3666667,27.53670615,83.05310963
1076012,0.5,27.65887298,83.03115163
1076013,0.48,27.63416,83.10501
1076014,0.92,27.52574904,83.01943383
1076015,0.525,27.59323,83.07734
1076016,0.5,27.52739,83.01939
1076017,0.45,27.55443,83.04089
1076018,0.5,27.52567,83.01892
1076019,0.45,27.52552464,83.01958749
1076020,0.45,27.57482,83.05748
1076021,0.6,27.56238,83.01262
1076022,0.5357143,27.52424058,83.04084274
1076023,0.425,27.56470687,83.05493491
1081001,0.405,28.13663,81.56784
1081002,0.414,28.1354,81.56536
1081004,0.3375,28.17922,81.54316
1081005,0.18,28.08952,81.53956
1081006,0.21,28.13487,81.56912
1081007,0.6,28.088526,81.53998197
1081008,0.66,28.08786,81.53914
1081009,0.4333333,28.10477789,81.56543287
1081010,0.5,28.08865849,81.53859064
1081011,0.675,28.08748207,81.53885732
1081012,0.5454546,28.13629,81.56833
1081013,0.6428572,28.15401,81.57803
1081014,0.2625,28.15212,81.57754
1081015,0.441,28.08830428,81.53845913
1081016,0.3,28.08787,81.53809
1081017,0.4125,28.08928602,81.53859054
1081018,0.4,28.13409,81.56799
1081019,0.4666667,28.15355933,81.57699282
1081020,0.37125,28.15382844,81.57705814
1081021,0.465,28.15369887,81.57681745
1081022,0.2914286,28.1345367,81.56894277
1081023,0.3947368,28.15372,81.57606
1081024,0.6,28.14975,81.57627
1081025,0.34,28.13566,81.56748
1081026,0.37,28.13482,81.5659
1081027,0.25,28.13435,81.56811
1081028,0.6,28.15029,81.57587
1081029,0.6149999,28.15061,81.5753
1081030,0.3529412,28.1504284,81.57561802
1081032,0.4275,28.15343432,81.57671558
1084001,0.3333333,28.23853,81.31185
1084002,0.21,28.32668715,81.27644444
1084003,0.345,28.33087555,81.27790569
1084004,0.24,28.33068084,81.27765077
1084005,0.375,28.23868,81.31258
1084006,0.375,28.33037368,81.27755693
1084007,0.27,28.329114,81.27743907
1084008,0.2,28.23821,81.31281
1084009,0.51,28.330115,81.27737909
1084010,0.18,28.23647,81.31339
1084011,0.345,28.33263393,81.27816681
1084012,0.45,28.32798903,81.26899922
1084013,0.3,28.32847085,81.27733368
1084014,0.2625,28.31792381,81.27208862
1084015,0.6,28.31734,81.27245
1084016,0.3857143,28.31712356,81.27206275
1084017,0.3,28.23846,81.3139
1084018,0.44,28.32291999,81.26843378
1084019,0.36,28.32754767,81.26922148
1084020,0.6923077,28.23714,81.31417
1091001,0.42,28.7272,80.84251
1091002,0.3,28.72967,80.84301
1091003,0.18,28.63354855,81.13448235
1091004,0.3,28.63352,81.13535
1091005,0.375,28.64969,81.08466
1091006,0.378,28.73928,80.58772
1091007,0.375,28.78381,80.58862
1091008,0.27,28.76832,80.58849
1091009,0.15,28.76797,80.58941
1099001,0.375,28.97128,80.19587
1099002,0.09,28.97873,80.19815
1099003,0.45,28.97937,80.19827
1099004,0.27,29.00547878,80.20099792
1099005,0.225,29.00546993,80.20067944
1099006,0.33,28.69383,80.36278
1099007,0.45,28.95906249,80.22686673
1099008,0.4875,28.97430607,80.23221824
1099009,0.6,28.97656308,80.23102521
1099010,0.54,28.95921566,80.22760425
1099011,0.54,28.97519,80.23006
1099012,0.4928572,28.96661,80.22785
1099013,0.6,28.97130023,80.22583075
1099014,0.35,28.67267797,80.3504669
1099015,0.325,28.67944136,80.36967481
1099016,0.45,28.96123592,80.22772353
1099017,0.225,28.94769413,80.23510758
1099018,0.36,28.93486602,80.28856202
